Abs_time(us),0-New_Task-recording_time(us),topic,type,name,uuid,signal,description,color,order,tag
1750128703536513.0,21899526.0,ttl/30:4c:59:45:55:5a/2/True,ttl,TTL,9288922e-98bd-4178-a5f2-45740964fa82,high,TTL in channel 3,,2,individual
